last_name,updated_at,nimsp_candidate_id,full_name,id,first_name,middle_name,district,state,votesmart_id,party,email,all_ids/0,all_ids/1,leg_id,active,transparencydata_id,nickname,photo_url,url,country,created_at,level,nimsp_id,chamber,offices/0/fax,offices/0/name,offices/0/phone,offices/0/address,offices/0/type,offices/0/email,suffixes,all_ids/2
Jalisi,2015-03-29 01:26:29,,"Jalisi, Jay",MDL000638,Jay,,10,md,,Democratic,Jay.Jalisi@house.state.md.us,MDL000638,,MDL000638,true,,,http://mgaleg.maryland.gov/2015RS/images/jalisi01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=jalisi01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3358,"304 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3100 | 301-858-3100",capitol,,,
Morgan,2015-03-29 01:26:29,,"Morgan, Matthew",MDL000674,Matthew,,29A,md,,Republican,Matt.Morgan@house.state.md.us,MDL000674,,MDL000674,true,,,http://mgaleg.maryland.gov/2015RS/images/morgan02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=morgan02&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3170,"317 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Chang,2015-03-29 01:26:29,,"Chang, Mark S.",MDL000634,Mark S.,,32,md,,Democratic,Mark.Chang@house.state.md.us,MDL000634,,MDL000634,true,,,http://mgaleg.maryland.gov/2015RS/images/chang01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=chang01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3511,"160 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Shoemaker,2015-03-29 01:26:29,,"Shoemaker, Haven",MDL000655,Haven,,5,md,,Republican,Haven.Shoemaker@house.state.md.us,MDL000655,,MDL000655,true,,,http://mgaleg.maryland.gov/2015RS/images/shoemaker01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=shoemaker01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3359,"320 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Wilson,2015-03-29 01:26:28,,"Wilson, Brett",MDL000696,Brett,,2B,md,,Republican,brett.wilson@house.state.md.us,MDL000696,,MDL000696,true,,,http://mgaleg.maryland.gov/2015RS/images/wilson01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=wilson01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3125,"213 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
McMillan,2015-03-29 01:26:29,,"McMillan, Herb",MDL000642,Herb,,30A,md,,Republican,herb.mcmillan@house.state.md.us,MDL000642,,MDL000642,true,,,http://mgaleg.maryland.gov/2015RS/images/mcmillan.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=mcmillan&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3211,"164 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841--3386",capitol,,,
Atterbeary,2015-03-29 01:26:29,,"Atterbeary, Vanessa E.",MDL000620,Vanessa E.,,13,md,,Democratic,Vanessa.Atterbeary@house.state.md.us,MDL000620,MDL000711,MDL000620,true,,,http://mgaleg.maryland.gov/2015RS/images/atterbeary01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=atterbeary01&stab=01,,2015-01-14 21:51:09,,,lower,,Capitol Office,410-841-3471,"216 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Wivell,2015-03-29 01:26:29,,"Wivell, William J.",MDL000719,William J.,,2A,md,,Republican,william.wivell@house.state.md.us,MDL000719,,MDL000719,true,,,http://mgaleg.maryland.gov/2015RS/images/wivell01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=wivell01&stab=01,,2015-03-18 01:13:44,,,lower,,Capitol Office,410-841-3447,"322 House Office Building
6 Bladen St.
Annapolis, MD 21401",capitol,,,
Otto,2015-03-29 01:26:29,,Charles J Otto,MDL000406,Charles,J,38A,md,127524,Republican,charles.otto@house.state.md.us,MDL000406,MDL000572,MDL000406,true,a79ea577baba4f748206b7dc186987db,,http://mgaleg.maryland.gov/2015RS/images/otto.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=otto&stab=01,us,2011-01-14 22:24:08,state,,lower,,Capitol Office,410-841-3433,"321 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3463",capitol,,,
Hayes,2015-03-29 01:26:29,,"Hayes, Antonio L.",MDL000632,Antonio L.,,40,md,,Democratic,Antonio.Hayes@house.state.md.us,MDL000632,MDL000715,MDL000632,true,,,http://mgaleg.maryland.gov/2015RS/images/hayes01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=hayes01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3545,"315 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Carozza,2015-03-29 01:26:29,,"Carozza, Mary Beth",MDL000695,Mary Beth,,38C,md,,Republican,MaryBeth.Carozza@house.state.md.us,MDL000695,,MDL000695,true,,,http://mgaleg.maryland.gov/2015RS/images/carozza01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=carozza01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3356,"203 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Malone,2015-03-29 01:26:28,,"Malone, Michael E.",MDL000720,Michael E.,,33,md,,Republican,Michael.Malone@house.state.md.us,MDL000720,,MDL000720,true,,,http://mgaleg.maryland.gov/2015RS/images/malone01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=malone01&stab=01,,2015-03-18 01:13:45,,,lower,,Capitol Office,410-841-3510,"154 House Office Bldg.
6 Bladen St.
Annapolis, MD 21401",capitol,,,
Haynes,2015-03-29 01:26:29,,"Haynes, Keith E.",MDL000669,Keith E.,,44A,md,,Democratic,keith.haynes@house.state.md.us,MDL000669,,MDL000669,true,,,http://mgaleg.maryland.gov/2015RS/images/haynes.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=haynes&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3801,"424 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3530",capitol,,,
Krimm,2015-03-29 01:26:29,,"Krimm, Carol L.",MDL000672,Carol L.,,3A,md,,Democratic,Carol.Krimm@house.state.md.us,MDL000672,,MDL000672,true,,,http://mgaleg.maryland.gov/2015RS/images/krimm01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=krimm01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3472,"215 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Fraser-Hidalgo,2015-03-29 01:26:29,,David Fraser-Hidalgo,MDL000617,David,,15,md,,Democratic,david.fraser.hidalgo@house.state.md.us,MDL000617,,MDL000617,true,799191c2b85d4de589c1ac8dc47cba66,,http://mgaleg.maryland.gov/2015RS/images/fraser01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=fraser01&stab=01,,2013-10-24 03:02:06,,,lower,,Capitol Office,410-841-3186,"226 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3112",capitol,,,
McComas,2015-03-29 01:26:29,,"McComas, Susan K.",MDL000641,Susan K.,,34B,md,,Republican,susan.mccomas@house.state.md.us,MDL000641,,MDL000641,true,,,http://mgaleg.maryland.gov/2015RS/images/mccomas.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=mccomas&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3272,"319 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3202 | 301-858-3202",capitol,,,
Ciliberti,2015-03-29 01:26:29,,"Ciliberti, Barrie S.",MDL000716,Barrie S.,,4,md,,Republican,Barrie.Ciliberti@house.state.md.us,MDL000716,,MDL000716,true,,,http://mgaleg.maryland.gov/2015RS/images/ciliberti01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=ciliberti01&stab=01,,2015-02-05 00:45:39,,,lower,,Capitol Office,410-841-3080,"324 House Office Bldg.
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3028 | 301-858-3028",capitol,,,
Hornberger,2015-03-29 01:26:29,,"Hornberger, Kevin B.",MDL000717,Kevin B.,,35A,md,,Republican,Kevin.Hornberger@house.state.md.us,MDL000717,,MDL000717,true,,,http://mgaleg.maryland.gov/2015RS/images/hornberger01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=hornberger01&stab=01,,2015-02-12 01:20:27,,,lower,,Capitol Office,410-841-3284,"410  House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Parrott,2015-03-29 01:26:28,,"Parrott, Neil",MDL000648,Neil,,2A,md,,Republican,neil.parrott@house.state.md.us,MDL000648,,MDL000648,true,,,http://mgaleg.maryland.gov/2015RS/images/parrott.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=parrott&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3636,"213 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3308",capitol,,,
Anderton,2015-03-29 01:26:29,,"Anderton, Carl, Jr.",MDL000684,Carl,,38B,md,,Republican,Carl.Anderton@house.state.md.us,MDL000684,,MDL000684,true,,,http://mgaleg.maryland.gov/2015RS/images/anderton01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=anderton01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3431,"317 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,Jr.,
Patterson,2015-03-29 01:26:29,,"Patterson, Edith J.",MDL000689,Edith J.,,28,md,,Democratic,Edith.Patterson@house.state.md.us,MDL000689,,MDL000689,true,,,http://mgaleg.maryland.gov/2015RS/images/patterson02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=patterson02&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3247,"221  House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Reilly,2015-03-29 01:26:29,,"Reilly, Teresa E.",MDL000650,Teresa E.,,35B,md,,Republican,Teresa.Reilly@house.state.md.us,MDL000650,MDL000714,MDL000650,true,,,http://mgaleg.maryland.gov/2015RS/images/reilly01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=reilly01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3278,"203 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3190 | 301-858-3190",capitol,,,
Vogt,2015-03-29 01:26:29,,"Vogt, David E., III",MDL000687,David E,,4,md,,Republican,David.Vogt@house.state.md.us,MDL000687,,MDL000687,true,,,http://mgaleg.maryland.gov/2015RS/images/vogt01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=vogt01&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3118,"326 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,III,
Busch,2015-03-29 01:24:00,,"Busch, Michael E.",MDL000636,Michael E.,,30A,md,,Democratic,chael.busch@house.state.md.us,MDL000636,,MDL000636,true,,,http://mgaleg.maryland.gov/2015RS/images/busch.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=busch&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3800,"H-101 State House
State Circle
Annapolis, MD 21401
Fax: 410-841-3880 | 301-858-3880",capitol,,,
McConkey,2015-03-29 01:26:29,,"McConkey, Tony",MDL000677,Tony,,33,md,,Republican,ny.mcconkey@house.state.md.us,MDL000677,,MDL000677,true,,,http://mgaleg.maryland.gov/2015RS/images/mcconkey.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=mcconkey&stab=01,,2015-01-14 21:51:11,,,lower,,Capitol Office,410-841-3406,"163 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3209 | 301-858-3209",capitol,,,
Flanagan,2015-03-29 01:26:29,,"Flanagan, Robert L.",MDL000631,Robert L.,,9B,md,,Republican,Bob.Flanagan@house.state.md.us,MDL000631,,MDL000631,true,,,http://mgaleg.maryland.gov/2015RS/images/flanagan01.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=flanagan01&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3077,"430 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3241 | 301-858-3241",capitol,,,
Barnes,2015-03-29 01:26:29,,"Barnes, Darryl",MDL000664,Darryl,,25,md,,Democratic,Darryl.Barnes@house.state.md.us,MDL000664,,MDL000664,true,,,http://mgaleg.maryland.gov/2015RS/images/barnes02.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=barnes02&stab=01,,2015-01-14 21:51:10,,,lower,,Capitol Office,410-841-3557,"206 House Office Building
6 Bladen Street
Annapolis, MD 21401",capitol,,,
Robinson,2015-03-29 01:26:29,,A. Shane Robinson,MDL000409,Shane,,39,md,125994,Democratic,shane.robinson@house.state.md.us,MDL000409,MDL000580,MDL000409,true,28df242b3c564c09a70e6f6b889edb1e,,http://mgaleg.maryland.gov/2015RS/images/robinson s.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=robinson%20s&stab=01,us,2011-01-14 22:24:08,state,,lower,,Capitol Office,410-841-3021,"223 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3375",capitol,,,
Frush,2015-03-29 01:26:29,92300,Barbara A Frush,MDL000278,Barbara,A,21,md,6145,Democratic,barbara.frush@house.state.md.us,MDL000278,MDL000511,MDL000278,true,80bb660c05734ea99fa8b395e7580153,,http://mgaleg.maryland.gov/2015RS/images/frush.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=frush&stab=01,us,2010-08-27 22:54:37,state,1457,lower,,Capitol Office,410-841-3114,"364 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3116 | 301-858-3116",capitol,,,
Reznik,2015-03-29 01:26:29,,Kirill Reznik,MDL000345,Kirill,,39,md,101241,Democratic,kirill.reznik@house.state.md.us,MDL000345,MDL000578,MDL000345,true,7ebe34b0b4174259b5c78be4b1c61acb,,http://mgaleg.maryland.gov/2015RS/images/reznik.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=reznik&stab=01,us,2010-08-27 22:54:38,state,,lower,,Capitol Office,410-841-3039,"225 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3126",capitol,,,
Pendergrass,2015-03-29 01:26:29,92512,Shane E Pendergrass,MDL000342,Shane,E,13,md,6210,Democratic,shane.pendergrass@house.state.md.us,MDL000342,MDL000575,MDL000342,true,2be20b75a3a3474a865ac712c563ec1f,,http://mgaleg.maryland.gov/2015RS/images/pendergrass.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=pendergrass&stab=01,us,2010-08-27 22:54:38,state,1491,lower,,Capitol Office,410-841-3139,"241 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3409 | 301-858-3409",capitol,,,
Barve,2015-03-29 01:26:29,92169,Kumar P Barve,MDL000244,Kumar,P,17,md,6104,Democratic,kumar.barve@house.state.md.us,MDL000244,MDL000477,MDL000244,true,c9c64b58dc0848369c43836214c97a8e,,http://mgaleg.maryland.gov/2015RS/images/barve.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=barve&stab=01,us,2010-08-27 22:54:37,state,1436,lower,,Capitol Office,410-841-3990,"251 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3850",capitol,,,
Szeliga,2015-03-29 01:26:29,,Kathy J Szeliga,MDL000412,Kathy,J,7,md,127407,Republican,kathy.szeliga@house.state.md.us,MDL000412,MDL000594,MDL000412,true,7faa8a29cff1462780ea146d5a66b218,,http://mgaleg.maryland.gov/2015RS/images/szeliga.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=szeliga&stab=01,us,2011-01-14 22:24:08,state,,lower,,Capitol Office,410-841-3698,"212 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3023",capitol,,,
Branch,2015-03-29 01:26:28,92196,Talmadge Branch,MDL000252,Talmadge,,45,md,6112,Democratic,dge.branch@house.state.md.us,MDL000252,MDL000484,MDL000252,true,486b5f8f06b143398091d31075b92c7f,,http://mgaleg.maryland.gov/2015RS/images/branch.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=branch&stab=01,us,2010-08-27 22:54:37,state,1439,lower,,Capitol Office,410-841-3398,"151 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3550",capitol,,,
Miller,2015-03-29 01:26:28,92467,Warren E Miller,MDL000328,Warren,E,9A,md,36261,Republican,warren.miller@house.state.md.us,MDL000328,MDL000559,MDL000328,true,855ae742116c45b1a4f25bc89b6211ef,,http://mgaleg.maryland.gov/2015RS/images/miller.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=miller&stab=01,us,2010-08-27 22:54:38,state,5294,lower,,Capitol Office,410-841-3582,"403 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3571 | 301-858-3571",capitol,,,
McIntosh,2015-03-29 01:26:29,92455,Maggie McIntosh,MDL000327,Maggie,,43,md,6188,Democratic,ggie.mcintosh@house.state.md.us,MDL000327,MDL000556,MDL000327,true,841e91eeb9e74a5bb3b99a5bef511237,,http://mgaleg.maryland.gov/2015RS/images/mcintosh.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=mcintosh&stab=01,us,2010-08-27 22:54:38,state,1481,lower,,Capitol Office,410-841-3407,"121 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3509",capitol,,,
Proctor,2015-03-29 01:26:29,92525,James E Proctor Jr.,MDL000343,James,E,27A,md,6217,Democratic,james.proctor@house.state.md.us,MDL000343,MDL000576,MDL000343,true,808130be1b3b441dbbb1ff919b779489,,http://mgaleg.maryland.gov/2015RS/images/proctor.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=proctor&stab=01,us,2010-08-27 22:54:38,state,1493,lower,,Capitol Office,410-841-3083,"121 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3459",capitol,,Jr.,
Gaines,2015-03-29 01:26:29,92302,Tawanna P Gaines,MDL000279,Tawanna,P,22,md,36524,Democratic,wanna.gaines@house.state.md.us,MDL000279,MDL000512,MDL000279,true,97a70e8082b84d729ffeccf97c2b261f,,http://mgaleg.maryland.gov/2015RS/images/gaines.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=gaines&stab=01,us,2010-08-27 22:54:37,state,5331,lower,,Capitol Office,410-841-3058,"363 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3119",capitol,,,
Jacobs,2015-03-29 01:26:29,,Jay A Jacobs,MDL000399,Jay,A,36,md,66537,Republican,jay.jacobs@house.state.md.us,MDL000399,MDL000535,MDL000399,true,cce0fa85a79245b094402aa69b2f1002,,http://mgaleg.maryland.gov/2015RS/images/jacobs j.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=jacobs%20j&stab=01,us,2011-01-14 22:24:08,state,,lower,,Capitol Office,410-841-3449,"321 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3093",capitol,,,
O'Donnell,2015-03-29 01:26:29,92498,Anthony J O'Donnell,MDL000339,Anthony,J,29C,md,6204,Republican,nthony.odonnell@house.state.md.us,MDL000339,MDL000570,MDL000339,true,2f469220066d4839b4854dc351a7893a,,http://mgaleg.maryland.gov/2015RS/images/odonnell.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=odonnell&stab=01,us,2010-08-27 22:54:38,state,1488,lower,,Capitol Office,410-841-3314,"201 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3534 | 301-858-3534",capitol,,,
Zucker,2015-03-29 01:26:29,,Craig Zucker,MDL000417,Craig,,14,md,36311,Democratic,craig.zucker@house.state.md.us,MDL000417,MDL000610,MDL000417,true,cb3617a948db4de5b43fe0cc5f05457e,,http://mgaleg.maryland.gov/2015RS/images/zucker.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=zucker&stab=01,us,2011-01-14 22:24:08,state,,lower,,Capitol Office,410-841-3380,"224 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3266",capitol,,,
Impallaria,2015-03-29 01:26:28,92374,Richard K Impallaria,MDL000298,Richard,K,7,md,36332,Republican,rick.impallaria@house.state.md.us,MDL000298,MDL000533,MDL000298,true,62591fd9d4b34ce2b5e6692c1638a04a,,http://mgaleg.maryland.gov/2015RS/images/impallaria.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=impallaria&stab=01,us,2010-08-27 22:54:37,state,5304,lower,,Capitol Office,410-841-3289,"310 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3598",capitol,,,
Beitzel,2015-03-29 01:26:29,80704,Wendell R Beitzel,MDL000247,Wendell,R,1A,md,66729,Republican,wendell.beitzel@house.state.md.us,MDL000247,MDL000480,MDL000247,true,b89adea064134919ad82b3427a59d5a2,,http://mgaleg.maryland.gov/2015RS/images/beitzel.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=beitzel&stab=01,us,2010-08-27 22:54:37,state,8567,lower,,Capitol Office,410-841-3435,"309 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 301-858-3040",capitol,,,
Sophocleus,2015-03-29 01:26:29,92581,Theodore J Sophocleus,MDL000359,Theodore,J,32,md,19136,Democratic,ted.sophocleus@house.state.md.us,MDL000359,MDL000588,MDL000359,true,67ab78a6186e4c6190cda38ca6ebe375,,http://mgaleg.maryland.gov/2015RS/images/sophocleus.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=sophocleus&stab=01,us,2010-08-27 22:54:38,state,3479,lower,,Capitol Office,410-841-3372,"162 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3437 | 301-858-3437",capitol,,,
Jones,2015-03-29 01:26:29,92389,Adrienne A Jones,MDL000304,Adrienne,A,10,md,2029,Democratic,drienne.jones@house.state.md.us,MDL000304,MDL000538,MDL000304,true,c6b2fd66b98d4364a54a5151a02b7ece,,http://mgaleg.maryland.gov/2015RS/images/jones.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=jones&stab=01,us,2010-08-27 22:54:37,state,69,lower,,Capitol Office,410-841-3391,"312 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3157",capitol,,,
Barnes,2015-03-29 01:26:29,92167,Benjamin S Barnes,MDL000241,Benjamin,S,21,md,65935,Democratic,ben.barnes@house.state.md.us,MDL000241,MDL000476,MDL000241,true,a585f9d6f8cc40b79ac25773bc79e12d,,http://mgaleg.maryland.gov/2015RS/images/barnes.jpg,http://mgaleg.maryland.gov/webmga/frmMain.aspx?pid=sponpage&tab=subject6&id=barnes&stab=01,us,2010-08-27 22:54:37,state,8448,lower,,Capitol Office,410-841-3046,"151 House Office Building
6 Bladen Street
Annapolis, MD 21401
Fax: 410-841-3346 | 301-858-3346",capitol,,,
